frame,timestamp_sec,Cheetah,Crocodile,Deer,Elephant,Leopard,Squirrel,Tiger,Zebra
1284,21.4,,,1,,,,,
1285,21.42,,,1,,,,,
1286,21.43,,,1,,,,,
1287,21.45,,,1,,,,,
1288,21.47,,,1,,,,,
1289,21.48,,,1,,,,,
1290,21.5,,,1,,,,,
1291,21.52,,,1,,,,,
1292,21.53,,,1,,,,,
1293,21.55,,,1,,,,,
1294,21.57,,,1,,,,,
1295,21.58,,,1,,,,,
1296,21.6,,,1,,,,,
1297,21.62,,,1,,,,,
1298,21.63,,,1,,,,,
1299,21.65,,,1,,,,,
1300,21.67,1,,1,,1,,,
1301,21.68,1,,1,,1,,,
1302,21.7,1,,1,,1,,,
1303,21.72,1,,1,,1,,,
1304,21.73,1,,1,,,,,
1305,21.75,1,,1,,,,,
1306,21.77,1,,1,,,,,
1307,21.78,1,,1,,,,,
1308,21.8,1,,1,,,,,
1309,21.82,1,,1,,,,,
1310,21.83,1,,1,,,,,
1311,21.85,1,,1,,,,,
1312,21.87,1,,1,,,,,
1313,21.88,1,,1,,,,,
1314,21.9,1,,,,,,,
1315,21.92,1,,,,,,,
1319,21.98,,,1,,,,,
1320,22.0,,,1,,,,,
1321,22.02,,,1,,,,,
1322,22.03,,,1,,,,,
1323,22.05,1,,1,,,,,
1324,22.07,1,,1,,,,,
1325,22.08,1,,1,,,,,
1326,22.1,,,1,,,,,
1327,22.12,,,1,,,,,
1328,22.13,1,,,,,,,
1329,22.15,1,,,,1,,,
1330,22.17,1,,,,1,,,
1331,22.18,,,1,,,,,
1332,22.2,,,1,,,,,
1333,22.22,,,1,,,,,
1334,22.23,,,1,,,,,
1335,22.25,,,1,,,,,
1336,22.27,,,1,,,,,
1337,22.28,,,1,,,,,
1338,22.3,1,,,,,,,
1339,22.32,1,,,,,,,
1340,22.33,1,,,,,,,
1341,22.35,1,,,,,,,
1342,22.37,1,,,,,,,
1350,22.5,1,,,,,,,
1351,22.52,1,,,,,,,
1352,22.53,1,,,,1,,,
1353,22.55,1,,,,1,,,
1354,22.57,1,,,,1,,,
1355,22.58,1,,,,1,,,
1356,22.6,1,,,,1,,,
1358,22.63,1,,,,,,,
1359,22.65,1,,,,,,,
1360,22.67,1,,,,,,,
1361,22.68,1,,,,,,,
1362,22.7,1,,,,,,,
1363,22.72,1,,,,,,,
1364,22.73,1,,,,,,,
1365,22.75,1,,,,,,,
1366,22.77,1,,,,,,,
1367,22.78,1,,,,,,,
1368,22.8,1,,,,,,,
1371,22.85,1,,,,,,,
1372,22.87,1,,,,,,,
1373,22.88,1,,,,,,,
1374,22.9,1,,,,,,,
1375,22.92,1,,,,,,,
1376,22.93,1,,,,,,,
1377,22.95,1,,,,,,,
1378,22.97,1,,,,,,,
1379,22.98,1,,,,,,,
1380,23.0,1,,1,,,,,
1381,23.02,1,,,,,,,
1382,23.03,1,,,,,,,
1383,23.05,1,,1,,,,,
1384,23.07,1,,1,,,,,
1385,23.08,1,,1,,,,,
1386,23.1,1,,,,,,,
1387,23.12,1,,,,,,,
1395,23.25,1,,,,,,,
1396,23.27,1,,,,,,,
1397,23.28,1,,,,,,,
1398,23.3,,,1,,,,,
1399,23.32,,,1,,,,,
1400,23.33,1,,1,,,,,
1401,23.35,1,,1,,,,,
1402,23.37,1,,1,,,,,
1403,23.38,1,,,,,,,
1404,23.4,1,,,,,,,
1405,23.42,1,,,,,,,
1406,23.43,1,,,,,,,
1407,23.45,1,,,,,,,
1408,23.47,1,,,,,,,
1409,23.48,1,,,,,,,
1410,23.5,1,,,,,,,
1411,23.52,1,,,,,,,
1412,23.53,1,,,,,,,
1413,23.55,1,,,,,,,
1414,23.57,1,,,,,,,
1415,23.58,1,,,,,,,
1416,23.6,1,,,,,,,
1417,23.62,1,,,,,,,
1418,23.63,1,,,,,,,
1419,23.65,1,,,,,,,
1420,23.67,1,,,,,,,
